Municipio,Latitud,Longitud,Horario,Operador,Gasolina95,Gasolina98,GasoleoA,GasoleoPlus,Bioetanol(%),Ester Metilico(%)
Alicante,"38,342361","-0,607083",LENT-0,PETRONOR,8.342,0.607,1.439,1.489,0.0,0.0366015203100369
Alicante,"38,411500","-0,565444",LET-0,REPSOL,8.411,0.565,1.599,1.469,0.0,0.0945515203100369
Alicante,"38,411000","-0,565972",LET-0,,8.411,0.565,1.429,1.479,0.0,0.0189315203100311
Alicante,"38,338278","-0,566472",L-V: 08:00-14:00,,8.338,0.566,1.468,1.558,0.0,0.0345315203100311
Alicante,"38,343333","-0,545833",L,,8.343,0.545,1.15,0.099,0.0,0.0990115203100311
Alicante,"38,340861","-0,572750",L-V: 06:00-22:00;,,8.34,0.572,1.456,1.556,0.0,0.0153961520310031
Almoradí,"38,115139","-0,788750",L-S: 06:00-22:00;,BP,8.115,0.788,1.469,1.569,0.0,0.0372115303100316
Almoradí,"38,104472","-0,782111",LEO,,8.104,0.782,0.85,1.329,0.0,0.0351415303100316
Almoradí,"38,099361","-0,796528",LAS,,8.099,0.796,1.379,1.179,0.0,0.0961315303100316
Almoradí,"38,123556","-0,781806",LLE,CEPSA,8.123,0.781,1.481,1.224,0.0,0.0341015303100316
Almoradí,"38,122583","-0,783083",LLE,,8.122,0.783,1.319,1.379,0.0,0.0142111530310031
Almoradí,"38,100389","-0,800556",LAS,,8.1,0.8,1.329,1.389,0.0,0.0146261530310035
Altea,"38,593222","-0,054917",LTEA-0,GALP,8.593,0.054,1.409,1.499,0.0,0.0371215603100359
Altea,"38,586556","-0,064694",LTEA-0,REPSOL,8.586,0.064,1.429,1.529,0.0,0.0351715603100359
Altea,"38,604722","-0,048611",LTEA-0,REPSOL,8.604,0.048,1.449,1.539,0.0,0.0340215603100359
Altea,"38,605917","-0,078472",LTEA-0,REPSOL,8.605,0.078,1.429,1.529,0.0,0.0348415603100359
Altea,"38,594194","-0,056056",LTEA-0,,8.594,0.056,1.319,1.429,0.0,0.0145511560310035
Altea,"38,626750","-0,038500",LTEA,CEPSA,8.626,0.038,1.508,1.608,0.0,0.0344415603100368
Aspe,"38,354028","-0,772639",L-S: 06:00-22:00,CEPSA,8.354,0.772,1.459,1.539,0.0,0.0194315703100368
Aspe,"38,356139","-0,770417",L-S: 06:00-22:00;,,8.356,0.77,0.79,1.449,0.0,0.0115221570310036
Aspe,"38,325917","-0,767139",L-D: 24,BP,8.325,0.767,1.469,1.569,0.0,0.0105821570310036
Aspe,"38,355500","-0,772833",L,,8.355,0.772,0.707,0.968,0.0,0.0364915703100368
Aspe,"38,358167","-0,770917","LA, 101",,8.358,0.77,0.68,1.316,0.0,0.0117181570310036
Aspe,"38,336861","-0,777556",L-D: 24,,8.336,0.777,1.319,1.379,0.0,0.0142371570310036
Aspe,"38,341583","-0,773361",L-D: 06:00-22:00,PLENERGY,8.341,0.773,1.317,1.375,0.0,0.0144491570310036
Aspe,"38,336722","-0,774111",LLE,REPSOL,8.336,0.774,1.559,1.449,0.0,0.0354215703100345
Banyeres,"38,715917","-0,664056",LA-0,REPSOL,8.715,0.664,0.85,1.459,0.0,0.0340515903100346
Beneixama,"38,698000","-0,771194",LWIN,,8.698,0.771,0.749,1.379,0.0,0.0103021610310034
Beneixama,"38,701889","-0,767750",LLA,,8.701,0.767,1.389,1.009,0.0,0.0190716103100339
Benejúzar,"38,076944","-0,843056",L-D: 24,REPSOL,8.076,0.843,1.499,1.199,0.0,0.035741620310035
Benidorm,"38,559583","-0,134444","LA, 34",REPSOL,8.559,0.134,0.989,1.459,0.0,0.0117661680310035
Benidorm,"38,533639","-0,162250",LA,BP,8.533,0.162,1.449,1.549,0.0,0.037161680310035
Benidorm,"38,544194","-0,119250",L-D: 06:00-22:00,BP,8.544,0.119,1.449,1.549,0.0,0.036321680310035
Benidorm,"38,557694","-0,101500",L-D: 06:00-22:00,GALP,8.557,0.101,1.359,1.409,0.0,0.034291680310035
Benidorm,"38,558056","-0,101917",L-D: 24,GALP,8.558,0.101,1.359,1.409,0.0,0.034301680310035
Benidorm,"38,543139","-0,102722",L-D: 24,BP,8.543,0.102,1.449,1.549,0.0,0.035981680310035
Benidorm,"38,554500","-0,105389",L,,8.554,0.105,1.309,1.429,0.0,0.0162251680310035
Benidorm,"38,551139","-0,109778",L-D: 24,,8.551,0.109,1.309,1.429,0.0,0.0150121680310035
Benidorm,"38,541722","-0,134139",LA,BP,8.541,0.134,1.449,1.549,0.0,0.018961680310035
Benidorm,"38,558833","-0,100972",LLE,,8.558,0.1,0.773,1.292,0.0,0.0153911680310031
Benijófar,"38,077222","-0,745028",LLE,,8.077,0.745,1.349,1.519,0.0,0.0146281720310031
Benijófar,"38,066056","-0,731222",L-D: 06:00-22:00,PLENERGY,8.066,0.731,1.295,1.315,0.0,0.0163301720310037
Benissa,"38,718139","0,060194",LAS,BP,8.718,0.06,1.469,1.569,0.0,0.0879517903100372
Benissa,"38,665889","0,084944",LLE,BALLENOIL,8.665,0.084,1.327,1.337,0.0,0.0146331790310037
Benissa,"38,718611","0,059389",L-D: 24,,8.718,0.059,1.335,1.487,0.0,0.0135791790310037
Benissa,"38,719222","0,060556",L,,8.719,0.06,1.0,1.0,0.0,0.0133811790310037
Benissa,"38,717667","0,059861",LPE,PLENERGY,8.717,0.059,1.337,1.487,0.0,0.0149041790310037
Benissa,"38,677722","0,105778",L-D: 07:00-22:00,,8.677,0.105,1.327,1.457,0.0,0.0137801790310037
Benitachell,"38,738972","0,152139",LL0,,8.738,0.152,1.029,1.429,0.0,0.0834918003100341
Biar,"38,630583","-0,786556",L-D: 24,REPSOL,8.63,0.786,1.549,1.459,0.0,0.0345818103100338
Bigastro,"38,064861","-0,899000","L, 6",PLENERGY,8.064,0.899,1.329,1.409,0.0,0.0156221820310033
Bigastro,"38,059194","-0,885222",LLE,REPSOL,8.059,0.885,1.479,1.549,0.0,0.0344518203100338
Bigastro,"38,059056","-0,884611",LLE,,8.059,0.884,0.899,1.339,0.0,0.0138791820310031
Busot,"38,477806","-0,424194",L,,8.477,0.424,0.999,1.429,0.0,0.0130061840310033
Callosa,"38,127750","-0,861861",LOSA,BP,8.127,0.861,0.8,1.459,0.0,0.0124011850310033
Callosa,"38,130583","-0,858917",LOSA,,8.13,0.858,1.359,1.389,0.0,0.0153071850310033
Callosa,"38,143139","-0,927583",LOSA,PETRONOR,8.143,0.927,1.549,1.459,0.0,0.0357518503100351
Callosa,"38,649500","-0,121194",LOSA,REPSOL,8.649,0.121,1.494,1.229,0.0,0.0366918603100371
Calpe,"38,653028","0,037306",LPE0,,8.653,0.037,1.359,1.399,0.0,0.0363918703100371
Calpe,"38,652972","0,037806",LPE0,,8.652,0.037,1.2,1.379,0.0,0.0924518703100371
Calpe,"38,637306","0,069250",LPE0,,8.637,0.069,1.399,1.499,0.0,0.0153501870310037
Calpe,"38,646306","0,040556",LPE0,Q8,8.646,0.04,1.419,1.489,0.0,0.0196018703100371
Calpe,"38,645694","0,052306",LPE0,,8.645,0.052,1.422,1.573,0.0,0.0190618703100371
Calpe,"38,645444","0,050278",LPE0,REPSOL,8.645,0.05,1.65,1.559,0.0,0.0351218703100371
Calpe,"38,646306","0,041750",LPE0,,8.646,0.041,1.349,1.449,0.0,0.0136671870310037
Calpe,"38,645750","0,051139",LPE0,,8.645,0.051,1.349,1.449,0.0,0.0139581870310035
Campello,"38,424083","-0,401389",LLO,,8.424,0.401,1.459,1.559,0.0,0.0366518803100356
Campello,"38,430639","-0,399389",LLO,SHELL,8.43,0.399,1.459,1.529,0.0,0.0965118803100356
Campello,"38,424639","-0,406444",LLO,REPSOL,8.424,0.406,1.459,1.519,0.0,0.0357018803100356
Campello,"38,418806","-0,393167",LLO,GALP,8.418,0.393,1.439,1.529,0.0,0.0194118803100356
Campello,"38,450278","-0,374361",LLO,REPSOL,8.45,0.374,0.989,1.419,0.0,0.0356818803100356
Campello,"38,450167","-0,373611",LLO,PETRONOR,8.45,0.373,1.509,1.419,0.0,0.0356718803100356
Campello,"38,432500","-0,397194",LLO,,8.432,0.397,1.297,1.397,0.0,0.0145201880310035
Campello,"38,439556","-0,387389",LLO,,8.439,0.387,1.297,1.397,0.0,0.0160941880310034
Cañada,"38,675278","-0,804917",L-D: 06:00-22:00,,8.675,0.804,1.349,1.051,0.0,0.0121711900310034
Castalla,"38,600944","-0,669611",LLA-0,REPSOL,8.6,0.669,1.439,1.519,0.0,0.0367519103100342
Castalla,"38,578250","-0,654917",LLA-0,REPSOL,8.578,0.654,0.79,1.555,0.0,0.0115451910310034
Castalla,"38,596361","-0,663889",LLA-0,,8.596,0.663,1.0,1.0,0.0,0.0141361910310034
Castalla,"38,600667","-0,670139",LLA-0,,8.6,0.67,1.369,1.479,0.0,0.0158851910310031
Catral,"38,167583","-0,803306",L-0,,8.167,0.803,1.409,1.059,0.0,0.0191419403100315
Catral,"38,148111","-0,828444",L-0,,8.148,0.828,1.329,1.389,0.0,0.0103061940310038
Cocentaina,"38,717889","-0,457750",L,REPSOL,8.717,0.457,1.429,1.529,0.0,0.0347619503100382
Cocentaina,"38,738722","-0,439694",LTET,REPSOL,8.738,0.439,1.429,1.519,0.0,0.0364719503100382
Cocentaina,"38,730639","-0,443278",L-D: 06:00-22:00,CARREFOUR,8.73,0.443,1.379,1.419,0.0,0.0111171950310038
Cocentaina,"38,715472","-0,463639",L-D: 24,GALP,8.715,0.463,1.389,1.439,0.0,0.0371519503100382
Cocentaina,"38,715167","-0,463167","L, 4",GALP,8.715,0.463,1.324,1.394,0.0,0.0371419503100382
Cocentaina,"38,748667","-0,439778",LTET,PLENERGY,8.748,0.439,1.259,1.339,0.0,0.0160581950310038
Cocentaina,"38,733333","-0,441806",LIUM,,8.733,0.441,1.259,1.339,0.0,0.0139011950310038
Cocentaina,"38,750778","-0,439000",L-D: 24,,8.75,0.439,1.259,1.339,0.0,0.0157281950310038
Cocentaina,"38,717972","-0,458722",LA 23,,8.717,0.458,1.269,1.357,0.0,0.0150891950310033
Cox,"38,143889","-0,898861",L,BP,8.143,0.898,0.81,1.459,0.0,0.0371119703100335
Cox,"38,147139","-0,889278",L-S: 05:00-22:00;,REPSOL,8.147,0.889,1.459,1.529,0.0,0.0357719703100335
Cox,"38,141528","-0,899639",L 340,,8.141,0.899,0.8,1.439,0.0,0.0100901970310033
Crevillent,"38,227222","-0,822528",LENT-0,REPSOL,8.227,0.822,1.469,1.189,0.0,0.0366819803100333
Crevillent,"38,193028","-0,812639",LENT-0,REPSOL,8.193,0.812,1.459,1.519,0.0,0.0370019803100333
Crevillent,"38,196472","-0,812333",LENT-0,REPSOL,8.196,0.812,0.979,1.469,0.0,0.0370119803100333
Crevillent,"38,248694","-0,797861",LENT-0,,8.248,0.797,0.75,1.479,0.0,0.0834619803100333
Crevillent,"38,249167","-0,798056",LENT-0,,8.249,0.798,1.479,1.439,0.0,0.0834719803100333
Crevillent,"38,250861","-0,782583",LENT-0,BP,8.25,0.782,1.489,1.569,0.0,0.0103131980310033
Crevillent,"38,231556","-0,819750",LENT-0,,8.231,0.819,1.479,1.569,0.0,0.0368619803100333
Crevillent,"38,233111","-0,791083",LENT-0,REPSOL,8.233,0.791,1.569,0.979,0.0,0.0347819803100333
Crevillent,"38,244333","-0,797861",LENT-0,BP,8.244,0.797,1.479,1.579,0.0,0.0107281980310033
Crevillent,"38,233167","-0,791000",LENT-0,,8.233,0.791,1.179,1.129,0.0,0.0148641980310033
Crevillent,"38,248167","-0,801139",LENT-0,PLENERGY,8.248,0.801,1.307,1.365,0.0,0.0150411980310037
Dénia,"38,839000","0,094417",L-D: 24,GALP,8.839,0.094,1.329,1.379,0.0,0.037252010310037
Dénia,"38,837917","0,091972",L-D: 24,PLENERGY,8.837,0.091,1.279,1.429,0.0,0.0161452010310037
Dénia,"38,837306","0,084556",LAS,,8.837,0.084,1.317,1.467,0.0,0.0132312010310037
Dénia,"38,848333","0,099722",L-S: 07:00-22:00;,CARREFOUR,8.848,0.099,0.75,1.419,0.0,0.083482010310037
Dénia,"38,836917","0,095056",L-D: 06:00-23:00,Q8,8.836,0.095,1.439,1.509,0.0,0.019572010310037
Dénia,"38,832667","0,102111",L-D: 24,BP,8.832,0.102,1.459,1.559,0.0,0.0130362010310037
Dénia,"38,835694","0,093750",L,REPSOL,8.835,0.093,1.45,1.609,0.0,0.0124692010310037
Dénia,"38,839583","0,098194",L-D: 24,REPSOL,8.839,0.098,1.569,1.479,0.0,0.035412010310037
Dénia,"38,834083","0,113222",LAS,SHELL,8.834,0.113,1.299,1.449,0.0,0.0135582010310037
Dénia,"38,858444","0,056806",L-D: 06:00-22:00,,8.858,0.056,0.78,0.969,0.0,0.0152012010310031
Dolores,"38,131278","-0,775194",L-V: 07:00-20:00,,8.131,0.775,1.409,1.059,0.0,0.0189520203100315
Dolores,"38,140889","-0,748556",LLE,CEPSA,8.14,0.748,1.455,1.224,0.0,0.0343820203100315
Dolores,"38,139722","-0,774889",LDE,REPSOL,8.139,0.774,0.999,1.559,0.0,0.035182020310032
Elche,"38,272500","-0,690833",LX-0,,8.272,0.69,1.374,1.454,0.0,0.018802030310032
Elche,"38,269472","-0,682194",LX-0,REPSOL,8.269,0.682,1.439,1.509,0.0,0.036212030310032
Elche,"38,296528","-0,614861",LX-0,,8.296,0.614,0.9,1.432,0.0,0.0117152030310032
Elche,"38,298056","-0,614472",LX-0,SHELL,8.298,0.614,1.449,1.529,0.0,0.083062030310032
Elche,"38,269944","-0,670750",LX-0,,8.269,0.67,1.439,1.499,0.0,0.035622030310032
Elche,"38,271583","-0,673944",LX-0,PLENERGY,8.271,0.673,1.317,1.375,0.0,0.0147142030310032
Elche,"38,288139","-0,611667",LX-0,,8.288,0.611,1.289,1.349,0.0,0.0150952030310032
Elche,"38,278972","-0,719639",LX-0,,8.278,0.719,1.459,1.549,0.0,0.0372620303100329
Elche,"38,283139","-0,684083",LX-0,CEPSA,8.283,0.684,1.449,1.519,0.0,0.0361520303100329
Elche,"38,293250","-0,675417",LX-0,,8.293,0.675,0.9,1.435,0.0,0.018822030310032
Elche,"38,261444","-0,717444",LX-0,,8.261,0.717,0.85,1.305,0.0,0.0138702030310032
Elche,"38,264139","-0,723750",LX-0,BP,8.264,0.723,1.459,1.539,0.0,0.0122762030310032
Elche,"38,258583","-0,730250",LX-0,CARREFOUR,8.258,0.73,1.409,1.449,0.0,0.0111182030310032
Elche,"38,260389","-0,718250",LX-0,REPSOL,8.26,0.718,1.449,1.529,0.0,0.037482030310032
Elche,"38,260222","-0,722333",LX-0,BALLENOIL,8.26,0.722,1.307,1.327,0.0,0.0157102030310032
Elche,"38,258694","-0,734333",LX-0,BALLENOIL,8.258,0.734,1.307,1.327,0.0,0.037092030310032
Elche,"38,261528","-0,718056",LX-0,,8.261,0.718,1.299,1.355,0.0,0.0136482030310032
Elche,"38,263639","-0,723694",LX-0,PLENERGY,8.263,0.723,1.297,1.355,0.0,0.0156042030310032
Elche,"38,261444","-0,721806",LX-0,,8.261,0.721,1.307,1.375,0.0,0.0156982030310032
Elche,"38,263583","-0,723500",LX-0,,8.263,0.723,1.0,1.295,0.0,0.0136002030310032
Elche,"38,251028","-0,698306",LX-0,REPSOL,8.251,0.698,0.979,1.449,0.0,0.0368520303100329
Elche,"38,257917","-0,678278",LX-0,REPSOL,8.257,0.678,0.85,1.459,0.0,0.036912030310032
Elche,"38,278306","-0,716694",LX-0,REPSOL,8.278,0.716,1.469,1.549,0.0,0.035552030310032
Elche,"38,282778","-0,721944",LX-0,,8.282,0.721,1.459,1.549,0.0,0.093922030310032
Elche,"38,277806","-0,718417",LX-0,,8.277,0.718,0.85,1.305,0.0,0.0123012030310032
Elche,"38,282583","-0,712472",LX-0,BALLENOIL,8.282,0.712,1.297,1.355,0.0,0.0144692030310032
Elche,"38,283917","-0,714278",LX-0,,8.283,0.714,1.297,1.355,0.0,0.0135862030310032
Elche,"38,280694","-0,715000",LX-0,PLENERGY,8.28,0.715,1.297,1.355,0.0,0.0140942030310032
Elche,"38,261861","-0,708806",LX-0,,8.261,0.708,1.379,1.459,0.0,0.037422030310032
Elche,"38,252500","-0,703056",LX-0,SHELL,8.252,0.703,0.919,1.379,0.0,0.0193520303100332
Elche,"38,286861","-0,614667",LANO-0,REPSOL,8.286,0.614,1.479,1.539,0.0,0.0353920303100332
Elche,"38,291750","-0,592472",LANO-0,REPSOL,8.291,0.592,1.479,1.209,0.0,0.0964920303100332
Elche,"38,307972","-0,606250",LANO-0,GALP,8.307,0.606,0.699,1.489,0.0,0.0830420303100332
Elche,"38,309528","-0,605694",LANO-0,GALP,8.309,0.605,0.699,1.494,0.0,0.0830520303100319
Elche,"38,278861","-0,562944",LTET,,8.278,0.562,0.8,1.469,0.0,0.0348320303100319
Elche,"38,287472","-0,563472",LTET,,8.287,0.563,1.499,1.239,0.0,0.0126522030310032
Elche,"38,244861","-0,644583",LETA,REPSOL,8.244,0.644,0.999,1.465,0.0,0.0357120303100319
Elche,"38,143611","-0,664417",LX-0,,8.143,0.664,1.419,1.509,0.0,0.0105032030310032
Elche,"38,216611","-0,761417",LA-0,CEPSA,8.216,0.761,1.48,1.18,0.0,0.0118402030310032
Elche,"38,273778","-0,665417",LX-0,BP,8.273,0.665,1.449,1.549,0.0,0.0125812030310032
Elche,"38,196000","-0,678611",LA)-0,REPSOL,8.196,0.678,1.579,1.489,0.0,0.0356020303100329
Elche,"38,177111","-0,702111",LX-0,REPSOL,8.177,0.702,1.419,1.209,0.0,0.0360220303100329
Elche,"38,256778","-0,747750",LX-0,REPSOL,8.256,0.747,1.449,1.529,0.0,0.036612030310036
Elda,"38,491972","-0,795194",LDA-0,CEPSA,8.491,0.795,1.419,1.479,0.0,0.036412040310036
Elda,"38,460056","-0,782528",LDA-0,CEPSA,8.46,0.782,0.949,1.369,0.0,0.034082040310036
Elda,"38,473944","-0,804750",LDA-0,REPSOL,8.473,0.804,1.419,1.479,0.0,0.035782040310036
Elda,"38,470083","-0,806250",LDA-0,REPSOL,8.47,0.806,1.419,1.479,0.0,0.0136882040310036
Elda,"38,467333","-0,787750",LDA-0,SHELL,8.467,0.787,1.359,1.439,0.0,0.091172040310036
Elda,"38,484944","-0,810639",LDA-0,,8.484,0.81,1.279,1.379,0.0,0.0119842040310036
Elda,"38,474528","-0,804583",LDA-0,PLENERGY,8.474,0.804,1.269,1.379,0.0,0.0159322040310036
Elda,"38,461722","-0,816472",LDA-0,,8.461,0.816,1.599,1.679,0.0,0.0102992040310036
Elda,"38,450306","-0,812833",LDA-0,,8.45,0.812,1.349,1.419,0.0,0.037192040310036
Elda,"38,464944","-0,785361",LDA-0,,8.464,0.785,1.269,1.379,0.0,0.0134452040310035
Finestrat,"38,533194","-0,172639",L-D: 07:00-23:00,,8.533,0.172,1.259,1.349,0.0,0.0130322070310035
Finestrat,"38,536444","-0,180222",LA,,8.536,0.18,0.979,1.409,0.0,0.0111262070310035
Finestrat,"38,537389","-0,175167",L-D: 24,CARREFOUR,8.537,0.175,1.369,1.409,0.0,0.019512070310035
Finestrat,"38,533722","-0,172750",LLE,REPSOL,8.533,0.172,1.289,1.419,0.0,0.0120612070310035
Finestrat,"38,538250","-0,181556",L-D: 06:00-22:00,PLENERGY,8.538,0.181,1.259,1.349,0.0,0.0163042070310035
Finestrat,"38,538722","-0,172889",L,REPSOL,8.538,0.172,1.529,1.449,0.0,0.036972070310035
Finestrat,"38,539417","-0,170444",LOS,,8.539,0.17,1.249,1.339,0.0,0.0150282070310031
Formentera,"38,087611","-0,736889",L,,8.087,0.736,0.85,1.329,0.0,0.0145252090310037
Gata,"38,768111","0,098639",L-D: 24,REPSOL,8.768,0.098,1.449,1.509,0.0,0.0365521103100374
Gata,"38,778278","0,085917",LOS,,8.778,0.085,0.78,1.338,0.0,0.0161632110310033
Granja,"38,156000","-0,889806",LLE,GALP,8.156,0.889,0.699,1.429,0.0,0.0194221303100334
Granja,"38,154389","-0,882139",L 332,,8.154,0.882,1.399,1.499,0.0,0.0149562130310031
Guardamar,"38,045000","-0,659222",L,CEPSA,8.045,0.659,1.429,1.539,0.0,0.0930321403100314
Guardamar,"38,090917","-0,660611",L,,8.09,0.66,1.319,1.449,0.0,0.0147112140310031
Guardamar,"38,062278","-0,673472",L,,8.062,0.673,0.799,1.459,0.0,0.0344321403100314
Guardamar,"38,099333","-0,664444",L,REPSOL,8.099,0.664,0.999,0.999,0.0,0.0365721403100314
Guardamar,"38,094028","-0,660750",L,,8.094,0.66,1.419,1.509,0.0,0.0105022140310031
Guardamar,"38,095639","-0,659111",L,REPSOL,8.095,0.659,1.509,0.989,0.0,0.0369421403100314
Guardamar,"38,095444","-0,661056",L,PLENERGY,8.095,0.661,1.319,1.449,0.0,0.0159862140310031
Guardamar,"38,099472","-0,663861",L,REPSOL,8.099,0.663,0.999,1.569,0.0,0.0113922140310036
Hondón,"38,310167","-0,849528",LAS,REPSOL,8.31,0.849,1.559,1.449,0.0,0.0357220803100368
Hondón,"38,277611","-0,920417",LOS,,8.277,0.92,1.399,1.449,0.0,0.0191121503100344
Ibi,"38,614333","-0,578222",LLE,,8.614,0.578,1.366,1.416,0.0,0.0150182160310034
Ibi,"38,607972","-0,593472",LA,CEPSA,8.607,0.593,0.89,1.445,0.0,0.0112712160310034
Ibi,"38,616500","-0,585583",LA,BP,8.616,0.585,1.1,1.439,0.0,0.0346721603100344
Ibi,"38,616889","-0,585333",LLA-,,8.616,0.585,0.95,1.409,0.0,0.0103052160310033
Jacarilla,"38,062972","-0,859028",LLA-0,BP,8.062,0.859,0.8,1.479,0.0,0.0100262170310037
Jalón,"38,738444","-0,009028",LON-0,,8.738,0.009,1.471,1.244,0.0,0.0109762180310037
Jávea,"38,784944","0,178667",L-D: 06:00-22:00,,8.784,0.178,1.429,1.539,0.0,0.0116852190310037
Jávea,"38,770556","0,186361",L-D: 06:00-22:00,REPSOL,8.77,0.186,1.429,1.529,0.0,0.0368121903100373
Jávea,"38,785444","0,159972",L-D: 06:00-22:00,REPSOL,8.785,0.159,1.429,1.529,0.0,0.0368221903100373
Jávea,"38,781861","0,179444",L-D: 06:00-22:00,REPSOL,8.781,0.179,0.979,1.429,0.0,0.0347221903100373
Jávea,"38,776083","0,119861",L,PETRONOR,8.776,0.119,1.429,1.539,0.0,0.0347421903100373
Jávea,"38,794250","0,177222",LL,REPSOL,8.794,0.177,1.419,1.529,0.0,0.0352921903100373
Jávea,"38,740750","0,150944","LA, 47",BP,8.74,0.15,1.469,1.569,0.0,0.0344821903100373
Jávea,"38,787472","0,167583",LLE,PLENERGY,8.787,0.167,1.309,1.489,0.0,0.0147132190310037
Jávea,"38,785667","0,174972",LE 24,,8.785,0.174,1.359,1.529,0.0,0.0127602190310037
Jávea,"38,788917","0,170861",LLE,Q8,8.788,0.17,1.319,1.499,0.0,0.0150392190310031
Jijona,"38,534028","-0,505083",L-D: 24,CEPSA,8.534,0.505,1.619,1.709,0.0,0.0342622003100367
Monforte,"38,387917","-0,736806",L,BP,8.387,0.736,1.0,1.479,0.0,0.0360722403100367
Monforte,"38,376306","-0,773694",L,BP,8.376,0.773,1.469,1.569,0.0,0.0121522240310036
Monforte,"38,380861","-0,723111",L,,8.38,0.723,1.419,1.129,0.0,0.0797922403100367
Monforte,"38,369306","-0,704611",L,CEPSA,8.369,0.704,1.0,1.489,0.0,0.0342422403100367
Monforte,"38,369833","-0,704556",L,CEPSA,8.369,0.704,1.0,1.489,0.0,0.0342522403100364
Monóvar,"38,434222","-0,839861",LDA-,PETRONOR,8.434,0.839,1.359,1.439,0.0,0.0356422503100364
Monóvar,"38,428444","-0,838083",L-D: 06:00-22:00,,8.428,0.838,1.359,1.389,0.0,0.0103002250310036
Monóvar,"38,424667","-0,940028",LLE,REPSOL,8.424,0.94,1.505,1.415,0.0,0.0355422503100318
Montesinos (Los),"38,029972","-0,730972",LOS)-0,,8.029,0.73,1.266,1.355,0.0,0.0161072260310031
Montesinos (Los),"38,029472","-0,730944",LOS)-0,REPSOL,8.029,0.73,0.999,1.559,0.0,0.0346022603100383
Muro,"38,795111","-0,448194",L,GALP,8.795,0.448,0.699,1.449,0.0,0.0157392280310038
Muro,"38,782028","-0,424694",L,REPSOL,8.782,0.424,1.499,1.589,0.0,0.0117652280310038
Muro,"38,779500","-0,447417",L,,8.779,0.447,1.319,1.399,0.0,0.0144272280310031
Mutxamel,"38,424500","-0,431389",L-0,BP,8.424,0.431,1.429,1.529,0.0,0.0119202290310031
Mutxamel,"38,407000","-0,463917",L-0,BP,8.407,0.463,1.429,1.529,0.0,0.0128272290310031
Mutxamel,"38,427167","-0,434583",L-0,REPSOL,8.427,0.434,0.85,1.549,0.0,0.0145742290310031
Mutxamel,"38,426222","-0,449833",L-0,CEPSA,8.426,0.449,1.47,1.224,0.0,0.0341822903100311
Mutxamel,"38,426528","-0,450361",L-0,CEPSA,8.426,0.45,1.47,1.224,0.0,0.0341922903100366
Novelda,"38,388250","-0,755694",LDA-0,BP,8.388,0.755,1.458,1.569,0.0,0.0371023003100366
Novelda,"38,385639","-0,776833",LDA-0,BP,8.385,0.776,1.469,1.569,0.0,0.0193623003100366
Novelda,"38,386417","-0,758389",LDA-0,REPSOL,8.386,0.758,1.569,1.479,0.0,0.0356923003100336
Novelda,"38,376333","-0,771333",LDA-0,BP,8.376,0.771,1.469,1.569,0.0,0.0351623003100336
Novelda,"38,389111","-0,753000",LDA-0,,8.389,0.753,1.317,1.375,0.0,0.0159032300310035
Nucia,"38,616167","-0,123944",LA)-0,REPSOL,8.616,0.123,1.449,1.559,0.0,0.0348123103100353
Nucia,"38,589639","-0,124500",LA)-0,BP,8.589,0.124,1.449,1.549,0.0,0.0104652310310035
Nucia,"38,603028","-0,129556",LA)-0,GALP,8.603,0.129,1.369,1.419,0.0,0.0373423103100353
Nucia,"38,605500","-0,129361",LA)-0,PLENERGY,8.605,0.129,1.319,1.429,0.0,0.0141632310310037
Ondara,"38,828250","0,014750",LLE,REPSOL,8.828,0.014,1.459,1.519,0.0,0.0361623203100376
Ondara,"38,817917","0,020833",L-D: 24,CARREFOUR,8.817,0.02,1.389,1.429,0.0,0.0123842320310037
Ondara,"38,822167","0,021694",LLE,PLENERGY,8.822,0.021,1.279,1.429,0.0,0.0156232320310037
Ondara,"38,817917","0,018500",LOW,,8.817,0.018,1.317,1.467,0.0,0.0133072320310034
Onil,"38,613444","-0,669667",L-0,BP,8.613,0.669,1.458,1.559,0.0,0.0121702330310034
Onil,"38,612972","-0,670417",L-0,,8.612,0.67,1.329,1.379,0.0,0.0118422330310034
Onil,"38,626278","-0,681500",L-0,,8.626,0.681,0.9,1.338,0.0,0.0345923303100379
Orba,"38,771694","-0,062250",L-D: 06:00-22:00,,8.771,0.062,1.419,1.139,0.0,0.035732340310033
Orihuela,"38,089806","-0,848778",LA-0,,8.089,0.848,1.409,1.059,0.0,0.018942350310033
Orihuela,"38,082583","-0,954111",LA-0,PETRONOR,8.082,0.954,1.439,1.549,0.0,0.035352350310033
Orihuela,"38,106222","-0,931750",LA-0,REPSOL,8.106,0.931,0.989,1.459,0.0,0.036962350310033
Orihuela,"37,926694","-0,735556",LA-0,BP,7.926,0.735,1.419,1.519,0.0,0.0116552350310033
Orihuela,"38,091333","-0,929500",LA-0,PLENERGY,8.091,0.929,1.329,1.409,0.0,0.0149542350310033
Orihuela,"38,047111","-0,962861",LA-0,CEPSA,8.047,0.962,1.479,1.249,0.0,0.0343323503100331
Orihuela,"38,063444","-0,983722",LA-0,,8.063,0.983,1.438,1.458,0.0,0.0910323503100331
Orihuela,"38,055694","-0,937139",L,,8.055,0.937,1.419,1.249,0.0,0.0107542350310033
