vehicle_id,datetime,location_province,liters,kwh,price_per_l,price_per_kwh,cost_eur,km_since_last,odo_km
T00293,2016-05-15,Zaragoza,726.83,,,,,1807,227654
B00375,2016-05-15,A Coruña,153.4,,,,,413,217320
T00162,2016-05-16,Sevilla,370.01,,,,,1311,253864
T00228,2016-05-16,Sevilla,225.17,,,,,688,169065
B00420,2016-05-16,Barcelona,108.98,,,,,227,293846
T00001,2016-05-16,Valencia,320.17,,,,,1310,282467
T00024,2016-05-16,Zaragoza,890.1,,,,,2586,112922
T00127,2016-05-17,Valencia,30.71,,,,,120,168953
T00011,2016-05-17,Madrid,365.5,,,,,1361,218477
T00025,2016-05-18,Barcelona,294.3,,,,,1179,238291
T00252,2016-05-18,A Coruña,310.07,,,,,1091,144231
T00141,2016-05-18,Sevilla,396.93,,,,,1244,200407
B00370,2016-05-18,Barcelona,109.94,,,,,586,208215
T00016,2016-05-18,Sevilla,288.62,,,,,830,309123
T00286,2016-05-18,Barcelona,758.3,,,,,2780,285382
T00049,2016-05-19,Sevilla,676.21,,,,,2080,278062
T00237,2016-05-19,A Coruña,54.96,,,,,257,226871
B00335,2016-05-19,Valencia,298.41,,,,,1107,134879
T00166,2016-05-20,Valencia,518.24,,,,,1959,152799
T00143,2016-05-20,Barcelona,509.6,,,,,1933,121180
T00128,2016-05-20,Valencia,104.44,,,,,368,277152
B00334,2016-05-21,Zaragoza,234.29,,,,,490,212966
T00089,2016-05-21,Madrid,300.46,,,,,965,196813
T00097,2016-05-21,Zaragoza,484.71,,,,,1888,234981
T00004,2016-05-22,Madrid,526.9,,,,,1503,274146
B00330,2016-05-22,Sevilla,394.58,,,,,912,285002
T00211,2016-05-22,Madrid,110.38,,,,,540,235618
B00398,2016-05-22,Zaragoza,45.97,,,,,101,255628
B00366,2016-05-22,A Coruña,187.49,,,,,454,102082
B00362,2016-05-22,Sevilla,449.84,,,,,1162,307780
T00068,2016-05-22,A Coruña,380.84,,,,,1271,198297
T00035,2016-05-23,Sevilla,82.93,,,,,230,280615
B00347,2016-05-23,Valencia,246.01,,,,,407,258903
B00346,2016-05-23,Madrid,316.73,,,,,776,233488
B00386,2016-05-23,Valencia,351.0,,,,,1079,219869
T00280,2016-05-23,Barcelona,396.59,,,,,1691,193156
T00150,2016-05-24,Barcelona,243.92,,,,,666,207920
T00201,2016-05-25,A Coruña,187.78,,,,,618,183356
T00074,2016-05-25,Valencia,235.97,,,,,681,321993
T00092,2016-05-26,Zaragoza,150.4,,,,,628,198141
B00342,2016-05-26,Barcelona,333.49,,,,,745,196657
T00010,2016-05-27,Zaragoza,120.65,,,,,458,203540
T00032,2016-05-27,Barcelona,171.9,,,,,639,203200
T00047,2016-05-28,Barcelona,197.37,,,,,681,239396
T00135,2016-05-28,Sevilla,705.53,,,,,2539,197604
T00186,2016-05-28,Barcelona,187.94,,,,,510,250552
T00104,2016-05-28,Barcelona,257.65,,,,,738,173145
T00219,2016-05-28,Zaragoza,288.91,,,,,920,219699
T00193,2016-05-29,A Coruña,536.51,,,,,2708,211137
T00139,2016-05-29,Madrid,161.39,,,,,510,210921
B00374,2016-05-30,A Coruña,32.79,,,,,74,288803
T00197,2016-05-30,Sevilla,360.11,,,,,990,117959
T00163,2016-05-31,Barcelona,69.41,,,,,218,158219
T00040,2016-05-31,Barcelona,544.09,,,,,1716,174022
B00406,2016-05-31,A Coruña,231.6,,,,,440,124323
T00046,2016-05-31,Madrid,336.04,,,,,1492,196146
T00282,2016-05-31,Valencia,188.49,,,,,615,151644
B00318,2016-06-02,Madrid,,170.78,,,,162,108033
B00363,2016-06-02,Valencia,231.1,,,,,668,139145
B00338,2016-06-02,Madrid,265.32,,,,,568,141642
T00160,2016-06-02,A Coruña,100.96,,,,,325,155461
T00123,2016-06-03,Barcelona,347.38,,,,,1126,163106
T00213,2016-06-03,Valencia,374.21,,,,,1110,271669
T00270,2016-06-03,Valencia,391.17,,,,,1535,131912
T00076,2016-06-03,A Coruña,214.97,,,,,625,280457
T00164,2016-06-04,Barcelona,288.39,,,,,876,265911
T00044,2016-06-04,Zaragoza,459.17,,,,,1304,133985
B00416,2016-06-05,Zaragoza,74.84,,,,,180,189038
T00239,2016-06-06,Barcelona,817.98,,,,,2638,347355
B00301,2016-06-06,Zaragoza,,137.13,,,,93,244821
T00102,2016-06-06,Sevilla,262.27,,,,,860,156267
T00048,2016-06-07,Madrid,115.35,,,,,413,251303
T00123,2016-06-07,Madrid,390.41,,,,,1266,167119
T00237,2016-06-07,Valencia,379.92,,,,,1779,262013
T00018,2016-06-08,Zaragoza,457.27,,,,,1566,264967
T00168,2016-06-08,Barcelona,375.0,,,,,1569,311951
T00264,2016-06-08,Sevilla,371.54,,,,,1951,289580
T00129,2016-06-08,Zaragoza,100.99,,,,,308,183278
T00291,2016-06-08,A Coruña,103.12,,,,,390,192998
T00002,2016-06-08,A Coruña,409.01,,,,,1294,161563
T00283,2016-06-09,Valencia,350.3,,,,,1264,232380
T00149,2016-06-09,Valencia,449.67,,,,,1192,279884
T00026,2016-06-09,Zaragoza,305.45,,,,,1383,160003
T00108,2016-06-09,A Coruña,380.26,,,,,1122,140264
B00325,2016-06-09,Valencia,68.32,,,,,154,172447
T00091,2016-06-09,Sevilla,183.7,,,,,595,153396
T00018,2016-06-10,Sevilla,555.47,,,,,1902,296291
T00172,2016-06-10,Valencia,366.04,,,,,1056,241141
T00292,2016-06-10,Barcelona,665.41,,,,,2433,191516
T00221,2016-06-10,Barcelona,67.35,,,,,228,153639
T00179,2016-06-10,Sevilla,412.27,,,,,1144,272268
T00229,2016-06-11,Madrid,425.04,,,,,1643,251155
T00131,2016-06-11,Zaragoza,259.03,,,,,617,186533
T00017,2016-06-11,Sevilla,510.59,,,,,2051,245339
T00030,2016-06-11,A Coruña,586.68,,,,,1703,141507
T00047,2016-06-11,A Coruña,391.73,,,,,1353,214367
T00033,2016-06-12,A Coruña,332.48,,,,,1480,220435
B00385,2016-06-12,Zaragoza,224.35,,,,,645,221034
T00016,2016-06-13,A Coruña,63.68,,,,,183,312191
B00348,2016-06-13,Valencia,241.97,,,,,547,292639
T00238,2016-06-13,Sevilla,409.62,,,,,1100,123325
T00171,2016-06-13,Madrid,52.48,,,,,174,266605
T00111,2016-06-13,Zaragoza,684.78,,,,,2065,298783
T00090,2016-06-13,Valencia,101.52,,,,,296,291268
T00057,2016-06-13,Madrid,312.66,,,,,969,155457
T00279,2016-06-13,Sevilla,50.62,,,,,136,140072
T00030,2016-06-14,Zaragoza,615.0,,,,,1785,139804
T00288,2016-06-14,Madrid,385.6,,,,,1153,184462
B00390,2016-06-14,A Coruña,180.17,,,,,538,289989
T00067,2016-06-14,Sevilla,55.05,,,,,173,163044
T00074,2016-06-15,Madrid,146.03,,,,,421,308506
B00414,2016-06-16,A Coruña,181.05,,,,,697,243466
B00383,2016-06-16,Barcelona,156.43,,,,,373,245040
T00280,2016-06-16,Valencia,561.66,,,,,2395,199883
B00381,2016-06-17,Madrid,323.05,,,,,868,179708
B00304,2016-06-17,Sevilla,,257.5,,,,155,270587
T00193,2016-06-17,Sevilla,662.42,,,,,3343,218142
T00194,2016-06-17,Zaragoza,485.23,,,,,1281,226784
T00140,2016-06-18,Barcelona,592.04,,,,,2698,269141
B00312,2016-06-18,Madrid,,146.06,,,,90,216285
B00394,2016-06-18,A Coruña,472.78,,,,,1326,183568
T00191,2016-06-18,Sevilla,810.08,,,,,3036,178528
T00110,2016-06-19,Valencia,450.66,,,,,1642,269857
T00177,2016-06-19,Sevilla,816.31,,,,,2063,283329
B00329,2016-06-19,Barcelona,37.32,,,,,71,238282
T00182,2016-06-19,Zaragoza,445.79,,,,,1487,258134
T00019,2016-06-19,Barcelona,35.0,,,,,121,162291
T00275,2016-06-19,Zaragoza,606.77,,,,,2367,273592
T00125,2016-06-19,A Coruña,466.4,,,,,2214,134514
B00414,2016-06-20,Barcelona,230.25,,,,,886,247939
T00177,2016-06-21,Valencia,761.01,,,,,1923,257003
T00067,2016-06-21,Zaragoza,320.31,,,,,1010,160672
T00113,2016-06-21,Barcelona,374.87,,,,,1062,166876
T00090,2016-06-22,Sevilla,254.58,,,,,743,294982
B00365,2016-06-23,Madrid,112.79,,,,,288,238378
T00246,2016-06-23,Valencia,356.69,,,,,1113,172433
T00230,2016-06-23,A Coruña,145.18,,,,,509,211921
T00276,2016-06-23,Zaragoza,388.51,,,,,1295,164372
T00117,2016-06-23,Valencia,386.1,,,,,1224,123464
T00096,2016-06-23,Madrid,746.1,,,,,2053,260812
B00395,2016-06-23,Zaragoza,76.32,,,,,159,288296
T00179,2016-06-24,Zaragoza,465.96,,,,,1293,281079
T00023,2016-06-24,Valencia,299.22,,,,,962,244673
T00183,2016-06-24,A Coruña,74.38,,,,,261,240707
B00328,2016-06-24,Madrid,258.29,,,,,597,193054
B00302,2016-06-24,Barcelona,,223.88,,,,157,190044
B00389,2016-06-25,Sevilla,62.06,,,,,206,254523
T00042,2016-06-25,Sevilla,195.21,,,,,657,186030
T00287,2016-06-25,A Coruña,371.34,,,,,2123,204088
B00388,2016-06-26,A Coruña,317.67,,,,,586,283260
T00108,2016-06-26,A Coruña,385.81,,,,,1138,156451
B00357,2016-06-26,Madrid,52.42,,,,,112,126810
T00261,2016-06-26,Barcelona,160.88,,,,,590,174088
T00208,2016-06-26,Zaragoza,274.91,,,,,788,135565
T00259,2016-06-26,Zaragoza,490.85,,,,,1432,278506
B00328,2016-06-26,Sevilla,108.54,,,,,251,195086
T00015,2016-06-27,Sevilla,311.73,,,,,1154,152217
T00112,2016-06-27,Zaragoza,360.48,,,,,928,234528
T00035,2016-06-27,A Coruña,164.32,,,,,457,281072
T00156,2016-06-27,Sevilla,525.23,,,,,1442,160422
T00151,2016-06-27,Barcelona,347.88,,,,,1148,265663
T00226,2016-06-27,Sevilla,85.83,,,,,390,199713
T00157,2016-06-28,Sevilla,368.56,,,,,1102,140508
T00240,2016-06-28,Madrid,640.86,,,,,3346,234565
T00214,2016-06-28,Madrid,174.86,,,,,467,258916
T00046,2016-06-28,Valencia,529.29,,,,,2350,207346
B00377,2016-06-29,Zaragoza,139.6,,,,,355,272744
B00345,2016-06-29,Sevilla,208.34,,,,,502,236545
T00276,2016-06-29,Valencia,397.07,,,,,1324,155135
T00056,2016-06-30,Madrid,427.77,,,,,1348,120092
T00001,2016-07-01,Madrid,400.17,,,,,1637,288785
T00099,2016-07-03,Barcelona,224.86,,,,,653,118880
T00160,2016-07-03,A Coruña,93.14,,,,,300,162513
T00040,2016-07-03,Barcelona,180.89,,,,,570,150467
T00109,2016-07-03,Zaragoza,114.76,,,,,452,180924
B00325,2016-07-03,A Coruña,188.12,,,,,426,173134
B00340,2016-07-03,Madrid,93.41,,,,,152,205821
B00356,2016-07-04,Zaragoza,168.77,,,,,434,293911
B00400,2016-07-04,Valencia,211.09,,,,,517,131096
T00005,2016-07-04,A Coruña,55.28,,,,,203,216103
T00186,2016-07-05,Valencia,341.1,,,,,927,240627
T00064,2016-07-05,Barcelona,370.61,,,,,1331,122914
T00078,2016-07-05,Zaragoza,236.22,,,,,988,255065
T00028,2016-07-05,A Coruña,90.24,,,,,352,230063
T00069,2016-07-06,Barcelona,394.43,,,,,1510,150894
B00399,2016-07-07,Valencia,152.77,,,,,514,202105
T00182,2016-07-07,Zaragoza,535.71,,,,,1788,259922
T00071,2016-07-08,Sevilla,112.99,,,,,305,117317
B00355,2016-07-08,Valencia,225.15,,,,,726,150652
T00038,2016-07-09,Valencia,661.11,,,,,2231,236535
T00248,2016-07-09,Valencia,108.63,,,,,366,121484
T00003,2016-07-09,A Coruña,70.28,,,,,223,264195
T00037,2016-07-09,A Coruña,914.09,,,,,3684,187072
T00233,2016-07-09,Sevilla,392.38,,,,,1116,213110
T00037,2016-07-09,Barcelona,223.52,,,,,900,172777
T00228,2016-07-10,Valencia,581.6,,,,,1779,214335
T00055,2016-07-10,Valencia,625.1,,,,,3738,178286
T00116,2016-07-10,A Coruña,84.48,,,,,228,148071
B00309,2016-07-10,Valencia,,124.26,,,,77,281332
T00063,2016-07-10,Zaragoza,388.99,,,,,1274,258143
B00323,2016-07-10,Madrid,,198.59,,,,129,243520
T00025,2016-07-11,Madrid,350.99,,,,,1406,232903
T00245,2016-07-11,Madrid,505.44,,,,,1686,171583
T00207,2016-07-11,Zaragoza,242.26,,,,,822,207166
B00381,2016-07-12,A Coruña,49.62,,,,,133,170014
B00306,2016-07-12,Zaragoza,,105.56,,,,53,237713
T00279,2016-07-12,Barcelona,428.58,,,,,1158,125767
B00339,2016-07-13,Zaragoza,117.2,,,,,282,129628
T00171,2016-07-13,Sevilla,280.47,,,,,933,250611
B00357,2016-07-13,Madrid,92.88,,,,,200,122922
T00185,2016-07-14,Sevilla,167.52,,,,,506,112086
T00226,2016-07-14,Madrid,295.11,,,,,1341,202873
B00362,2016-07-14,Valencia,145.54,,,,,376,292888
T00103,2016-07-16,Madrid,147.86,,,,,587,245890
T00252,2016-07-16,Barcelona,192.34,,,,,677,142674
T00296,2016-07-16,A Coruña,458.43,,,,,1834,266889
B00352,2016-07-16,Sevilla,363.76,,,,,1697,231343
T00253,2016-07-16,Valencia,368.33,,,,,1421,318509
T00102,2016-07-17,Barcelona,495.03,,,,,1624,164812
T00176,2016-07-17,A Coruña,270.04,,,,,1002,273206
B00345,2016-07-17,Valencia,188.87,,,,,455,224257
T00235,2016-07-18,A Coruña,259.46,,,,,692,305005
T00199,2016-07-18,Sevilla,395.35,,,,,1736,270628
T00186,2016-07-18,Sevilla,334.75,,,,,909,233532
T00156,2016-07-19,Barcelona,382.85,,,,,1051,151558
B00323,2016-07-19,Zaragoza,,186.61,,,,121,242295
B00336,2016-07-19,Madrid,181.02,,,,,428,124879
T00070,2016-07-20,Madrid,755.64,,,,,2231,197193
T00149,2016-07-20,Valencia,111.47,,,,,295,281139
T00073,2016-07-20,Madrid,80.81,,,,,293,145760
T00172,2016-07-20,Zaragoza,667.99,,,,,1927,203473
T00199,2016-07-21,Barcelona,160.44,,,,,704,254915
T00063,2016-07-21,Valencia,317.7,,,,,1041,276811
B00324,2016-07-22,Madrid,,152.49,,,,94,157044
T00221,2016-07-22,A Coruña,162.99,,,,,553,157471
T00217,2016-07-22,Sevilla,848.69,,,,,2695,264868
T00121,2016-07-22,Sevilla,503.71,,,,,1616,261586
T00292,2016-07-22,Sevilla,191.21,,,,,699,195057
T00045,2016-07-22,Sevilla,123.62,,,,,452,153596
B00367,2016-07-23,Sevilla,63.14,,,,,104,285296
T00060,2016-07-23,Madrid,252.89,,,,,683,143082
B00409,2016-07-23,Valencia,291.66,,,,,783,269009
T00257,2016-07-23,A Coruña,200.15,,,,,678,115170
T00271,2016-07-23,Sevilla,99.53,,,,,403,302809
T00293,2016-07-24,Zaragoza,427.0,,,,,1061,245279
T00083,2016-07-24,A Coruña,748.8,,,,,2033,235437
B00384,2016-07-24,Sevilla,220.98,,,,,525,138011
B00315,2016-07-24,Barcelona,,227.22,,,,157,268997
T00273,2016-07-24,A Coruña,276.9,,,,,890,114466
T00075,2016-07-25,Madrid,201.72,,,,,523,133230
T00252,2016-07-25,Barcelona,357.59,,,,,1259,160309
B00353,2016-07-25,Zaragoza,216.06,,,,,430,239732
T00207,2016-07-26,Sevilla,462.96,,,,,1572,250167
T00182,2016-07-26,Madrid,422.25,,,,,1409,277805
B00341,2016-07-26,Zaragoza,124.66,,,,,229,190474
T00244,2016-07-26,Madrid,203.63,,,,,599,287769
T00162,2016-07-27,Madrid,731.18,,,,,2590,258779
T00258,2016-07-28,A Coruña,80.01,,,,,264,209947
T00157,2016-07-28,Sevilla,435.59,,,,,1303,126552
B00372,2016-07-28,Madrid,90.77,,,,,218,148865
T00261,2016-07-28,Barcelona,96.36,,,,,353,173498
T00113,2016-07-28,Zaragoza,493.76,,,,,1399,184621
T00139,2016-07-28,Zaragoza,313.78,,,,,993,207627
B00408,2016-07-29,Barcelona,269.49,,,,,580,124654
B00330,2016-07-29,Valencia,409.21,,,,,946,302624
T00103,2016-07-29,Valencia,159.3,,,,,632,235794
B00321,2016-07-29,A Coruña,,265.64,,,,158,130591
B00316,2016-07-30,Madrid,,138.48,,,,81,227943
T00223,2016-07-30,Barcelona,145.7,,,,,387,191506
B00391,2016-07-30,Barcelona,307.63,,,,,668,211564
T00278,2016-07-30,A Coruña,302.88,,,,,798,275693
B00308,2016-08-01,Zaragoza,,168.55,,,,111,201022
T00105,2016-08-01,Valencia,418.68,,,,,1425,220335
T00051,2016-08-01,Barcelona,693.68,,,,,1881,204875
T00136,2016-08-02,Valencia,173.2,,,,,799,249797
T00227,2016-08-02,A Coruña,711.21,,,,,3070,290872
B00391,2016-08-02,Sevilla,173.03,,,,,375,221739
T00298,2016-08-03,Valencia,491.29,,,,,1725,284202
B00373,2016-08-03,Madrid,405.49,,,,,1045,126533
B00386,2016-08-04,Zaragoza,395.95,,,,,1218,203168
B00383,2016-08-04,A Coruña,44.68,,,,,106,242238
B00334,2016-08-04,Sevilla,142.79,,,,,298,214357
B00402,2016-08-04,Sevilla,286.29,,,,,644,278757
T00220,2016-08-04,A Coruña,155.38,,,,,495,242281
T00240,2016-08-05,Valencia,310.88,,,,,1623,213777
T00288,2016-08-05,Sevilla,838.66,,,,,2509,156196
T00192,2016-08-06,Valencia,364.95,,,,,991,288001
B00321,2016-08-06,Sevilla,,129.75,,,,77,132299
T00244,2016-08-06,Zaragoza,397.2,,,,,1168,311339
T00092,2016-08-06,A Coruña,555.67,,,,,2323,223589
T00183,2016-08-07,Barcelona,373.98,,,,,1314,272464
T00107,2016-08-07,Sevilla,624.85,,,,,2252,238025
B00320,2016-08-07,Valencia,,245.83,,,,163,105306
B00412,2016-08-07,Madrid,274.64,,,,,817,221041
T00095,2016-08-07,Valencia,447.98,,,,,1323,159256
T00240,2016-08-07,Barcelona,548.54,,,,,2864,252588
T00087,2016-08-08,Sevilla,576.87,,,,,1743,157442
B00319,2016-08-08,A Coruña,,110.89,,,,93,172393
T00085,2016-08-08,Barcelona,196.16,,,,,860,207538
T00291,2016-08-08,A Coruña,577.71,,,,,2189,184964
T00037,2016-08-08,Zaragoza,271.87,,,,,1095,155400
T00167,2016-08-09,Valencia,648.92,,,,,3081,192018
T00295,2016-08-09,Zaragoza,314.96,,,,,1158,156470
T00139,2016-08-10,Zaragoza,205.93,,,,,651,197498
T00228,2016-08-10,Madrid,685.27,,,,,2096,205408
B00410,2016-08-10,A Coruña,152.38,,,,,366,222538
T00159,2016-08-10,Zaragoza,344.82,,,,,1250,142500
T00218,2016-08-10,Zaragoza,472.0,,,,,1925,213389
B00409,2016-08-10,A Coruña,282.19,,,,,758,265653
T00200,2016-08-11,A Coruña,154.71,,,,,600,290518
T00276,2016-08-11,Zaragoza,250.23,,,,,834,166730
T00241,2016-08-11,Zaragoza,426.22,,,,,1220,159233
T00079,2016-08-11,Barcelona,570.58,,,,,1723,273409
T00231,2016-08-12,Madrid,415.32,,,,,1358,141680
B00322,2016-08-12,Zaragoza,,228.78,,,,150,150611
T00031,2016-08-12,Madrid,565.26,,,,,1951,149610
T00181,2016-08-12,A Coruña,699.65,,,,,2640,213501
T00043,2016-08-13,Madrid,77.25,,,,,337,183811
T00028,2016-08-13,Barcelona,512.25,,,,,2000,223015
B00413,2016-08-13,Sevilla,82.7,,,,,185,201078
T00240,2016-08-13,Madrid,530.7,,,,,2771,247989
T00245,2016-08-13,Sevilla,449.27,,,,,1499,164911
B00399,2016-08-14,Barcelona,115.11,,,,,387,200458
T00018,2016-08-14,Madrid,370.99,,,,,1270,291147
T00290,2016-08-14,Madrid,865.72,,,,,2926,195786
B00411,2016-08-14,Zaragoza,224.78,,,,,808,110676
T00046,2016-08-14,A Coruña,394.85,,,,,1753,211400
T00291,2016-08-14,Valencia,691.15,,,,,2619,176238
B00302,2016-08-14,A Coruña,,129.73,,,,91,189555
T00146,2016-08-14,Zaragoza,329.84,,,,,837,188166
B00359,2016-08-14,Valencia,278.99,,,,,875,253982
T00242,2016-08-14,Sevilla,468.34,,,,,1479,137720
T00263,2016-08-14,Valencia,84.85,,,,,315,119538
T00028,2016-08-14,Sevilla,89.58,,,,,349,229711
T00032,2016-08-15,A Coruña,128.44,,,,,477,196948
T00121,2016-08-15,Sevilla,128.25,,,,,411,248752
B00309,2016-08-15,Barcelona,,143.76,,,,89,279967
T00142,2016-08-15,Valencia,149.14,,,,,389,208505
B00317,2016-08-15,Barcelona,,171.55,,,,125,277031
T00073,2016-08-15,Zaragoza,163.27,,,,,593,118804
B00366,2016-08-16,Madrid,218.62,,,,,530,106996
T00174,2016-08-16,Zaragoza,273.38,,,,,797,221716
T00187,2016-08-16,Zaragoza,369.66,,,,,1328,141975
T00220,2016-08-16,Sevilla,511.95,,,,,1630,272368
T00050,2016-08-16,Barcelona,193.21,,,,,539,125069
T00280,2016-08-16,Madrid,201.91,,,,,861,244363
T00100,2016-08-17,Zaragoza,548.56,,,,,1904,170038
B00369,2016-08-17,Valencia,286.0,,,,,559,137546
T00064,2016-08-17,Zaragoza,293.43,,,,,1053,144355
T00256,2016-08-17,Valencia,474.94,,,,,1635,200343
B00398,2016-08-18,Zaragoza,121.74,,,,,268,253938
T00238,2016-08-18,Barcelona,140.02,,,,,376,123701
T00221,2016-08-18,Sevilla,510.58,,,,,1733,148747
T00181,2016-08-18,Valencia,198.52,,,,,749,234429
T00144,2016-08-18,Valencia,715.86,,,,,3033,219172
T00184,2016-08-18,Sevilla,274.81,,,,,807,207939
B00337,2016-08-19,Zaragoza,158.14,,,,,382,303190
T00038,2016-08-19,Sevilla,106.37,,,,,359,222023
T00174,2016-08-19,Sevilla,244.02,,,,,712,219027
T00182,2016-08-19,Madrid,432.83,,,,,1444,254496
T00211,2016-08-19,A Coruña,194.73,,,,,952,245107
T00079,2016-08-19,Zaragoza,192.4,,,,,581,266356
T00042,2016-08-19,Madrid,58.88,,,,,198,182743
T00175,2016-08-19,Zaragoza,392.44,,,,,1370,253128
B00340,2016-08-20,Madrid,39.51,,,,,64,197141
T00256,2016-08-20,Barcelona,181.63,,,,,625,204994
B00361,2016-08-20,Sevilla,162.57,,,,,483,294924
T00019,2016-08-20,Barcelona,256.19,,,,,888,169854
B00357,2016-08-21,A Coruña,237.04,,,,,510,116611
T00182,2016-08-21,Sevilla,423.13,,,,,1412,263813
T00132,2016-08-21,Zaragoza,422.37,,,,,1076,306984
T00151,2016-08-21,Zaragoza,187.01,,,,,617,281270
T00054,2016-08-21,Madrid,379.2,,,,,1346,130858
B00322,2016-08-21,A Coruña,,174.51,,,,114,149895
T00216,2016-08-22,Madrid,758.2,,,,,2651,232488
T00073,2016-08-22,Sevilla,379.41,,,,,1378,140317
T00192,2016-08-22,Madrid,161.14,,,,,437,304959
T00070,2016-08-22,Sevilla,114.58,,,,,338,219065
T00056,2016-08-23,Zaragoza,310.19,,,,,977,118744
T00228,2016-08-24,A Coruña,169.94,,,,,520,202635
B00388,2016-08-24,Sevilla,187.94,,,,,347,276642
B00347,2016-08-24,Zaragoza,146.77,,,,,243,260452
T00291,2016-08-25,Barcelona,371.15,,,,,1406,230550
B00416,2016-08-25,Barcelona,220.16,,,,,531,185158
T00252,2016-08-25,Madrid,341.75,,,,,1203,153753
B00331,2016-08-26,Valencia,245.71,,,,,488,226977
T00104,2016-08-26,Sevilla,200.94,,,,,575,178109
T00058,2016-08-26,Madrid,339.13,,,,,1162,256232
T00153,2016-08-26,Barcelona,557.52,,,,,1923,329778
T00064,2016-08-27,Valencia,248.56,,,,,892,123806
T00233,2016-08-27,Valencia,256.95,,,,,731,220914
B00348,2016-08-27,A Coruña,269.45,,,,,609,292092
T00264,2016-08-27,Sevilla,604.62,,,,,3175,283463
B00320,2016-08-27,Madrid,,161.81,,,,107,106120
B00317,2016-08-28,Madrid,,230.4,,,,168,276565
T00225,2016-08-28,Valencia,86.49,,,,,304,214810
T00211,2016-08-28,A Coruña,413.24,,,,,2021,223310
T00279,2016-08-28,Barcelona,218.87,,,,,591,132834
T00039,2016-08-28,Valencia,630.52,,,,,1682,130671
T00235,2016-08-29,Valencia,318.96,,,,,851,299287
B00379,2016-08-30,Zaragoza,208.26,,,,,510,254485
B00381,2016-08-30,Valencia,266.02,,,,,715,172319
T00136,2016-08-30,A Coruña,74.61,,,,,344,255099
B00381,2016-08-30,Zaragoza,276.55,,,,,743,165175
B00314,2016-08-31,Madrid,,203.28,,,,119,171579
T00238,2016-08-31,Barcelona,513.41,,,,,1379,111257
T00138,2016-08-31,Valencia,332.73,,,,,868,110756
B00413,2016-09-01,Sevilla,309.27,,,,,693,215799
T00092,2016-09-01,Barcelona,552.86,,,,,2311,215121
T00154,2016-09-01,A Coruña,87.79,,,,,289,183774
T00223,2016-09-02,Barcelona,195.23,,,,,519,196286
T00076,2016-09-02,A Coruña,257.0,,,,,747,282433
T00109,2016-09-02,Barcelona,815.91,,,,,3216,184140
T00013,2016-09-03,Valencia,504.24,,,,,1647,222635
B00331,2016-09-03,Madrid,214.59,,,,,426,232559
B00341,2016-09-03,Barcelona,176.87,,,,,325,192184
T00083,2016-09-04,Valencia,387.17,,,,,1051,247947
B00381,2016-09-04,Sevilla,286.63,,,,,770,166043
B00390,2016-09-04,Sevilla,136.12,,,,,406,285440
T00187,2016-09-04,Sevilla,49.12,,,,,176,139235
T00279,2016-09-05,Zaragoza,425.65,,,,,1151,126918
B00330,2016-09-05,Zaragoza,471.58,,,,,1091,296730
T00113,2016-09-05,Barcelona,382.72,,,,,1084,177165
B00377,2016-09-05,Valencia,359.22,,,,,914,266608
T00242,2016-09-05,Valencia,205.82,,,,,650,151660
B00356,2016-09-05,Barcelona,89.37,,,,,230,287870
B00328,2016-09-05,Barcelona,49.61,,,,,114,193168
T00091,2016-09-05,Barcelona,334.18,,,,,1082,159477
B00401,2016-09-06,A Coruña,50.26,,,,,186,134296
T00025,2016-09-06,Zaragoza,312.95,,,,,1254,252052
T00262,2016-09-06,Madrid,553.38,,,,,2319,226123
T00164,2016-09-06,Sevilla,660.22,,,,,2006,246628
B00362,2016-09-06,Sevilla,427.14,,,,,1104,299246
T00050,2016-09-07,Madrid,763.91,,,,,2134,148545
B00345,2016-09-07,Barcelona,121.68,,,,,293,232938
B00308,2016-09-07,A Coruña,,181.62,,,,119,202758
T00025,2016-09-07,A Coruña,318.49,,,,,1276,234179
T00203,2016-09-08,Valencia,348.52,,,,,1076,206312
T00296,2016-09-08,A Coruña,419.46,,,,,1678,279459
T00171,2016-09-09,Madrid,257.25,,,,,855,245073
B00361,2016-09-09,Valencia,154.46,,,,,459,286457
T00062,2016-09-09,Valencia,426.06,,,,,1969,249730
T00057,2016-09-09,Madrid,164.72,,,,,510,170640
B00387,2016-09-10,Sevilla,187.46,,,,,703,223624
T00121,2016-09-10,Barcelona,725.57,,,,,2328,253695
T00073,2016-09-10,Barcelona,274.66,,,,,997,117056
B00326,2016-09-10,Sevilla,58.81,,,,,117,266511
B00378,2016-09-11,A Coruña,229.24,,,,,569,120573
T00043,2016-09-11,Zaragoza,48.58,,,,,212,170849
B00351,2016-09-11,Barcelona,124.82,,,,,266,210133
T00132,2016-09-11,Barcelona,527.62,,,,,1345,314963
B00370,2016-09-12,A Coruña,142.38,,,,,760,219956
T00198,2016-09-12,Barcelona,403.25,,,,,1191,143469
T00176,2016-09-12,Sevilla,605.02,,,,,2246,256591
T00173,2016-09-13,A Coruña,329.51,,,,,1144,139964
T00158,2016-09-13,Barcelona,350.9,,,,,1156,148634
T00035,2016-09-13,Barcelona,472.86,,,,,1317,271815
